label,comment,segments
1,吃到一半还有虫子 瞬间不想吃了  让人恶心,"['吃到', '一半', '还有', '虫子', '瞬间', '不', '想', '吃', '了', '让', '人', '恶心']"
0,菜品特色，多，干净，环境好，酒水都有，值得去,"['菜品', '特色', '，', '多', '，', '干净', '，', '环境', '好', '，', '酒水', '都', '有', '，', '值得', '去']"
0,很不错，经常来的地方，以前的老舜天,"['很', '不错', '，', '经常', '来', '的', '地方', '，', '以前', '的', '老舜', '天']"
0,开始米饭漏送，耽误半小时时间，菜都冷了，点的苕粉不知道哪去了，真的让人失望的很！最后的解决方案是把苕粉的钱退了,"['开始', '米饭', '漏送', '，', '耽误', '半', '小时', '时间', '，', '菜', '都', '冷', '了', '，', '点', '的', '苕粉', '不', '知道', '哪', '去', '了', '，', '真的', '让', '人', '失望', '的', '很', '！', '最后', '的', '解决', '方案', '是', '把', '苕粉', '的', '钱', '退', '了']"
0,不是一般的难吃，无语，以后再也不吃这家了。,"['不是', '一般', '的', '难吃', '，', '无语', '，', '以后', '再', '也', '不', '吃', '这家', '了', '。']"
0,每次到沙坪坝来都要吃，肉很嫩！,"['每次', '到', '沙坪', '坝来', '都', '要', '吃', '，', '肉', '很', '嫩', '！']"
0,总的来说，价格低，味道也还可以,"['总的来说', '，', '价格', '低', '，', '味道', '也', '还', '可以']"
1,里面看到一只像蜜蜂的变异昆虫。真的难受。硬着头皮把吃的全部吐了出来。很难受,"['里面', '看到', '一', '只', '像', '蜜蜂', '的', '变异', '昆虫', '。', '真的', '难受', '。', '硬着头皮', '把', '吃', '的', '全部', '吐', '了', '出来', '。', '很', '难受']"
0,海椒有点狠舒服，汤也好鲜，经常来吃。,"['海椒', '有点', '狠', '舒服', '，', '汤', '也', '好鲜', '，', '经常', '来', '吃', '。']"
0,味道不错，咸淡合适，挺好的，下回还来吃，就是藕有点少,"['味道', '不错', '，', '咸淡', '合适', '，', '挺', '好的', '，', '下回', '还', '来', '吃', '，', '就是', '藕', '有点', '少']"
0,可以。去过几次了，值得推荐,"['可以', '。', '去', '过', '几', '次', '了', '，', '值得', '推荐']"
1,鱼还是冷得，发觉不是现烤的，而且还变味了，吃了几口难以下咽，配菜基本没得，吃过最垃圾的烤鱼,"['鱼', '还是', '冷得', '，', '发觉', '不是', '现烤', '的', '，', '而且', '还', '变味', '了', '，', '吃', '了', '几', '口', '难以', '下咽', '，', '配菜', '基本', '没', '得', '，', '吃', '过', '最', '垃圾', '的', '烤鱼']"
0,我想表达的是，这份量有多少？  难吃  开始还收藏  差评。,"['我', '想', '表达', '的', '是', '，', '这', '份量', '有', '多少', '？', '难吃', '开始', '还', '收藏', '差评', '。']"
0,老顾客了，在大学城呆了四年就爱去吃这个。,"['老', '顾客', '了', '，', '在', '大学', '城呆', '了', '四', '年', '就', '爱', '去', '吃', '这个', '。']"
0,味道不错，团了几次了，感觉份量比以前少了,"['味道', '不错', '，', '团', '了', '几', '次', '了', '，', '感觉', '份量', '比', '以前', '少', '了']"
0,味道不错，很大一杯的。看我表情就知道了，这个体验是多么的愉快。,"['味道', '不错', '，', '很', '大一', '杯', '的', '。', '看', '我', '表情', '就', '知道', '了', '，', '这个', '体验', '是', '多么', '的', '愉快', '。']"
0,这叫特辣？摆脱 好歹是重庆人 还特意备注能吃辣 然并没有什么卵用 而且肉很老～,"['这', '叫', '特辣', '？', '摆脱', '好歹', '是', '重庆', '人', '还', '特意', '备注', '能', '吃', '辣', '然并', '没有', '什么', '卵', '用', '而且', '肉', '很', '老', '～']"
0,已经不止一次来吃了，很好吃。服务态度很好,"['已经', '不止', '一', '次', '来', '吃', '了', '，', '很', '好吃', '。', '服务', '态度', '很', '好']"
0,不如之前的好吃了。长期在他家买外卖，这次的饭有股味，一股正红花药的味，饭也难吃。,"['不如', '之前', '的', '好吃', '了', '。', '长期', '在', '他家', '买', '外卖', '，', '这次', '的', '饭有', '股味', '，', '一', '股', '正', '红花药', '的', '味', '，', '饭', '也', '难吃', '。']"
0,送得太慢了，12.07到的，12.42才到,"['送', '得', '太', '慢', '了', '，', '12.07', '到', '的', '，', '12.42', '才', '到']"
0,味道很好，很新鲜哦。都是鲜开的。而且很干净，卫生。团购超级优惠而且卖家很客气哦。都是些帅哥美女们，态度超级好好哦。无须排队等候哦。建议大家都去品尝一下吧！祝你们生意兴隆，客人越来越多，店面越来越大。值得推荐。,"['味道', '很', '好', '，', '很', '新鲜', '哦', '。', '都', '是', '鲜开', '的', '。', '而且', '很', '干净', '，', '卫生', '。', '团购', '超级', '优惠', '而且', '卖家', '很', '客气', '哦', '。', '都', '是', '些', '帅哥', '美女们', '，', '态度', '超级', '好好', '哦', '。', '无须', '排队', '等候', '哦', '。', '建议', '大家', '都', '去', '品尝', '一下', '吧', '！', '祝', '你们', '生意', '兴隆', '，', '客人', '越来越', '多', '，', '店面', '越来越', '大', '。', '值得', '推荐', '。']"
0, 外卖到了 我给他们商家打了一个电话。问了句 你家是不是没油了。#泡椒肉丝盖浇饭#,"['外卖', '到', '了', '我', '给', '他们', '商家', '打', '了', '一个', '电话', '。', '问', '了', '句', '你家', '是', '不是', '没', '油', '了', '。', '#', '泡椒', '肉', '丝盖', '浇饭', '#']"
0,吃了好多次了 很不错 去的时候香菜和葱花都没有了,"['吃', '了', '好', '多次', '了', '很', '不错', '去', '的', '时候', '香菜', '和', '葱花', '都', '没有', '了']"
0,第二次来了！还是依旧不错！朋友们都吃得饱饱的,"['第二', '次', '来', '了', '！', '还是', '依旧', '不错', '！', '朋友们', '都', '吃', '得', '饱饱', '的']"
0,分量足，老顾客了，会经常去的。,"['分量', '足', '，', '老', '顾客', '了', '，', '会', '经常', '去', '的', '。']"
0,不好吃真的不好吃,"['不', '好吃', '真的', '不', '好吃']"
0,颠覆了我对里脊的看法，老实说，有点难吃,"['颠覆', '了', '我', '对', '里脊', '的', '看法', '，', '老实', '说', '，', '有点', '难吃']"
0,菜品不错，性价比超高，味道也很好，非常不错，我们12人还吃不完，剩下很多。,"['菜品', '不错', '，', '性价比', '超高', '，', '味道', '也', '很', '好', '，', '非常', '不错', '，', '我们', '12', '人', '还', '吃', '不', '完', '，', '剩下', '很多', '。']"
0,我喜欢吃烤鸭,"['我', '喜欢', '吃', '烤鸭']"
0,味道很好。每次春节回家都要在这里吃。,"['味道', '很', '好', '。', '每次', '春节', '回家', '都', '要', '在', '这里', '吃', '。']"
0,老顾客了，买蛋糕最喜欢还是幸福家的,"['老', '顾客', '了', '，', '买', '蛋糕', '最', '喜欢', '还是', '幸福家', '的']"
0,鱼还是好吃，味道独特！推荐试一下,"['鱼', '还是', '好吃', '，', '味道', '独特', '！', '推荐', '试', '一下']"
1,饭是馊的。差评！,"['饭', '是', '馊', '的', '。', '差评', '！']"
0,很好吃，位置也好找，味道超赞啊。,"['很', '好吃', '，', '位置', '也', '好找', '，', '味道', '超赞', '啊', '。']"
1,皮蛋瘦肉粥、没有皮蛋的！感觉不是很新鲜！拉肚子了,"['皮蛋', '瘦肉', '粥', '、', '没有', '皮蛋', '的', '！', '感觉', '不是', '很', '新鲜', '！', '拉肚子', '了']"
0,去过多次，服务质量好，鱼新鲜，还要去,"['去', '过', '多次', '，', '服务', '质量', '好', '，', '鱼', '新鲜', '，', '还要', '去']"
1,中午吃完，下午就肠胃炎了……连着吐了三天……,"['中午', '吃完', '，', '下午', '就', '肠胃', '炎', '了', '……', '连着', '吐', '了', '三', '天', '……']"
0,因為怕吃太多會胖和朋友兩個人團購了一份，點了提拉米蘇還有芋圓什麼聖代覺得很好吃，分量很足，而且蛋糕不會太甜太膩，完全夠兩個人吃了，還給我們到了白水，服務也可以，只是等了一會,"['因', '為怕', '吃', '太', '多', '會胖', '和', '朋友', '兩個人', '團購', '了', '一', '份', '，', '點', '了', '提拉', '米蘇還', '有', '芋圓', '什麼', '聖代', '覺', '得', '很', '好吃', '，', '分量', '很', '足', '，', '而且', '蛋糕', '不', '會', '太', '甜', '太', '膩', '，', '完全', '夠兩', '個人', '吃', '了', '，', '還給', '我', '們到', '了', '白水', '，', '服務', '也', '可以', '，', '只是', '等', '了', '一', '會']"
1,番茄都臭了……………,"['番茄', '都', '臭', '了', '…………', '…']"
0,大杯的可乐只有半杯  还被人喝了  真有意思  东西也只有这么点  被人吃了？,"['大杯', '的', '可乐', '只有', '半', '杯', '还', '被', '人', '喝', '了', '真', '有意思', '东西', '也', '只有', '这么', '点', '被', '人', '吃', '了', '？']"
1,我没有点蘑菇，怎么有？还有田螺肉，是臭的，我也没有点，只有一个田螺肉，郁闷至极,"['我', '没有', '点', '蘑菇', '，', '怎么', '有', '？', '还有', '田螺肉', '，', '是', '臭', '的', '，', '我', '也', '没有', '点', '，', '只有', '一个', '田螺肉', '，', '郁闷', '至极']"
0,非常没有，服务人员非常热情，主动帮你下料，重新点燃火,"['非常', '没有', '，', '服务', '人员', '非常', '热情', '，', '主动', '帮', '你', '下料', '，', '重新', '点燃', '火']"
1,太他妈难吃了。吃了拉肚子,"['太', '他', '妈难', '吃', '了', '。', '吃', '了', '拉肚子']"
0,一如既往的好，定期还更换团购内容,"['一如既往', '的', '好', '，', '定期', '还', '更换', '团购', '内容']"
0,难得来一次SM广场，记得还有暖暖的太阳，吃完了路边的炒粉有点油腻，来点冰淇淋解腻再适合不过，地址很好找，就在二楼，不过底楼是 LG，所以相当于三楼，还傻乎乎在一楼转了会，要的蓝莓味，奶味还是比较浓的，还加了点坚果，喜欢吃外面脆脆的蛋卷壳！,"['难得', '来', '一', '次', 'SM', '广场', '，', '记得', '还有', '暖暖的', '太阳', '，', '吃完', '了', '路边', '的', '炒粉', '有点', '油腻', '，', '来', '点', '冰淇淋', '解腻', '再', '适合', '不过', '，', '地址', '很', '好找', '，', '就', '在', '二楼', '，', '不过', '底楼', '是', 'LG', '，', '所以', '相当于', '三', '楼', '，', '还', '傻乎乎', '在', '一', '楼', '转', '了', '会', '，', '要', '的', '蓝莓味', '，', '奶味', '还是', '比较', '浓', '的', '，', '还', '加', '了', '点', '坚果', '，', '喜欢', '吃', '外面', '脆脆', '的', '蛋卷壳', '！']"
0,味道非常好，香香脆脆的，热的时候吃特别好,"['味道', '非常', '好', '，', '香香', '脆脆', '的', '，', '热', '的', '时候', '吃', '特别', '好']"
0,晚上七点半才到，菜品仍然丰富，菜品新鲜切品种齐全，牛排嫩滋滋，儿子很喜欢，扇贝热呼呼的，基围虾也很大，总体满意,"['晚上', '七点半', '才', '到', '，', '菜品', '仍然', '丰富', '，', '菜品', '新鲜', '切品', '种', '齐全', '，', '牛排', '嫩', '滋滋', '，', '儿子', '很', '喜欢', '，', '扇贝', '热呼呼', '的', '，', '基围', '虾', '也', '很', '大', '，', '总体', '满意']"
0,分量真的好多 而且东西味道很不错 拿了一个双人套餐 一桌子 很多,"['分量', '真的', '好多', '而且', '东西', '味道', '很', '不错', '拿', '了', '一个', '双人', '套餐', '一', '桌子', '很多']"
0,份量足，就是很多菜看起不好看。态度很好，味道也可以，用团购卷比较划算,"['份量', '足', '，', '就是', '很多', '菜', '看', '起', '不', '好看', '。', '态度', '很', '好', '，', '味道', '也', '可以', '，', '用', '团购卷', '比较', '划算']"
1,肉包一个肉都酸了，一杯绿豆汤也是馊的,"['肉包', '一个', '肉', '都', '酸', '了', '，', '一', '杯', '绿豆汤', '也', '是', '馊', '的']"
1,榨菜肉丝 肉不新鲜 臭的一样,"['榨菜', '肉丝', '肉', '不', '新鲜', '臭', '的', '一样']"
0,很喜欢的一家自助餐厅，菜品多样化，很适合和家人聚餐。,"['很', '喜欢', '的', '一家', '自助', '餐厅', '，', '菜品', '多样化', '，', '很', '适合', '和', '家人', '聚餐', '。']"
1,在虾仁炒饭里面的，我想问这是撒子差点没把我牙齿崩烂，味道还好吃第二次了结果吃到吃到吃出个这个,"['在', '虾仁', '炒饭', '里面', '的', '，', '我', '想', '问', '这是', '撒子', '差点', '没', '把', '我', '牙齿', '崩烂', '，', '味道', '还', '好吃', '第二', '次', '了', '结果', '吃到', '吃到', '吃出', '个', '这个']"
0,真的很难吃 要的特辣 但是清汤寡水的 而且肉很少 基本上全是素菜 里面居然还有鸡头… 千万别点…,"['真的', '很', '难吃', '要', '的', '特辣', '但是', '清汤寡水', '的', '而且', '肉', '很', '少', '基本上', '全', '是', '素菜', '里面', '居然', '还有', '鸡头', '…', '千万', '别', '点', '…']"
1,太难吃了，什么吃的都炸得黑黑的，吃起来感觉像是地沟油炸的,"['太', '难吃', '了', '，', '什么', '吃', '的', '都', '炸', '得', '黑黑', '的', '，', '吃', '起来', '感觉', '像', '是', '地沟', '油炸', '的']"
0,#麻辣牛肉#,"['#', '麻辣', '牛肉', '#']"
0,味道一流，服务很好，提前打电话，人到直接开吃，这种细致化服务很赞！性价比超高的,"['味道', '一流', '，', '服务', '很', '好', '，', '提前', '打电话', '，', '人', '到', '直接', '开吃', '，', '这种', '细致化', '服务', '很', '赞', '！', '性价比', '超高', '的']"
1,小龙虾太脏了，还说是什么湖北的，完全就是骗人的，,"['小龙虾', '太', '脏', '了', '，', '还', '说', '是', '什么', '湖北', '的', '，', '完全', '就是', '骗人', '的', '，']"
0,价格很实惠。还有鸡血汤老板人也超好的,"['价格', '很', '实惠', '。', '还有', '鸡血', '汤', '老板', '人', '也', '超好', '的']"
0,我昨天才买了一次可是来的和今天的不一样太少了,"['我', '昨天', '才', '买', '了', '一', '次', '可是', '来', '的', '和', '今天', '的', '不', '一样', '太', '少', '了']"
0,感觉很好吃啊 特别喜欢那个辣子鸡和对虾,"['感觉', '很', '好吃', '啊', '特别', '喜欢', '那个', '辣子鸡', '和', '对虾']"
1,臭的 闻到就吃不下难吃,"['臭', '的', '闻到', '就', '吃', '不', '下', '难吃']"
0,饼太难吃了，猪蹄也很小，味道不是很好，银耳也是普通的简装汤，外面随处都是的那种。,"['饼', '太', '难吃', '了', '，', '猪蹄', '也', '很', '小', '，', '味道', '不是', '很', '好', '，', '银耳', '也', '是', '普通', '的', '简装汤', '，', '外面', '随处', '都', '是的', '那种', '。']"
1,凉糕里面居然都有钢丝球,"['凉糕', '里面', '居然', '都', '有', '钢丝', '球']"
0,团了三十多个人去吃的，很不错。,"['团', '了', '三十多', '个人', '去', '吃', '的', '，', '很', '不错', '。']"
0,刚开始不辣   越吃越辣    不过味道真的好！！！！！,"['刚', '开始', '不', '辣', '越', '吃', '越', '辣', '不过', '味道', '真的', '好', '！！！！！']"
0,牛蛙根本不是现杀的，明显是冷冻货。真当别人傻呢，新鲜不新鲜好吃不出来吗，商家太次。,"['牛蛙', '根本', '不是', '现杀', '的', '，', '明显', '是', '冷冻货', '。', '真', '当', '别人', '傻呢', '，', '新鲜', '不', '新鲜', '好吃', '不', '出来', '吗', '，', '商家', '太', '次', '。']"
0,很好，很划算，问到很不错，大厅很敞亮,"['很', '好', '，', '很', '划算', '，', '问到', '很', '不错', '，', '大厅', '很', '敞亮']"
1,翻了两下就看见虫 还好没吃…,"['翻', '了', '两', '下', '就', '看见', '虫', '还', '好', '没', '吃', '…']"
0,味道很好，我很喜欢，以后还来。,"['味道', '很', '好', '，', '我', '很', '喜欢', '，', '以后', '还', '来', '。']"
0,好吃，姜鸭面就是太辣了,"['好吃', '，', '姜', '鸭面', '就是', '太', '辣', '了']"
0,一如既往的好~很喜欢他们家的麻辣烫~特别是米饭，每次光吃米饭就可以吃小半碗，吃了会回甜，很香~,"['一如既往', '的', '好', '~', '很', '喜欢', '他们', '家', '的', '麻辣烫', '~', '特别', '是', '米饭', '，', '每次', '光', '吃', '米饭', '就', '可以', '吃', '小', '半碗', '，', '吃', '了', '会', '回甜', '，', '很', '香', '~']"
0,这样的米线和皮蛋瘦肉粥，没什么味道，敷衍,"['这样', '的', '米线', '和', '皮蛋', '瘦肉', '粥', '，', '没', '什么', '味道', '，', '敷衍']"
0,服务很好，蛋糕也很好吃，值得购买,"['服务', '很', '好', '，', '蛋糕', '也', '很', '好吃', '，', '值得', '购买']"
0,垃圾 慢 草泥马的,"['垃圾', '慢', '草泥马的']"
0,味道好 量足 可以去吃................,"['味道', '好', '量足', '可以', '去', '吃', '................']"
0,不好吃，好像吃剩下的,"['不', '好吃', '，', '好像', '吃', '剩下', '的']"
0,18的卤肉饭比上次14的卤肉还少！肉都没看见,"['18', '的', '卤肉', '饭', '比', '上次', '14', '的', '卤肉', '还', '少', '！', '肉', '都', '没', '看见']"
0,环境。菜品都不错，.........,"['环境', '。', '菜品', '都', '不错', '，', '.........']"
0,已经来了很多次了，味道还是一如既往的好,"['已经', '来', '了', '很多', '次', '了', '，', '味道', '还是', '一如既往', '的', '好']"
0,差，差，差，太差了，分量太少太少,"['差', '，', '差', '，', '差', '，', '太', '差', '了', '，', '分量', '太', '少', '太', '少']"
0,位置好找，就在家对面。店面很大，服务还可以，菜品不错，六个人都没吃完，烤鸭一般，凉菜，小菜都不错。,"['位置', '好找', '，', '就', '在家', '对面', '。', '店面', '很', '大', '，', '服务', '还', '可以', '，', '菜品', '不错', '，', '六', '个人', '都', '没', '吃完', '，', '烤鸭', '一般', '，', '凉菜', '，', '小菜', '都', '不错', '。']"
0,口味很好，服务一般，地方太小，人多了就坐不下,"['口味', '很', '好', '，', '服务', '一般', '，', '地方', '太', '小', '，', '人', '多', '了', '就', '坐', '不', '下']"
0,脆皮炸鸡就只有一个鸡腿，图片骗人？,"['脆皮', '炸鸡', '就', '只有', '一个', '鸡腿', '，', '图片', '骗人', '？']"
0,好吃哟！鱼蛋还有米线都炒鸡好吃,"['好吃', '哟', '！', '鱼蛋', '还有', '米线', '都', '炒', '鸡好', '吃']"
0,牛肉很新鲜，味道很好，小区楼下,"['牛肉', '很', '新鲜', '，', '味道', '很', '好', '，', '小区', '楼下']"
0,挺好 #珍珠盖红/绿茶#,"['挺', '好', '#', '珍珠', '盖红', '/', '绿茶', '#']"
0,东西太差，又难吃,"['东西', '太', '差', '，', '又', '难吃']"
1,味道不行就算了 吃了还拉肚子！我只有吃了不干净的东西才拉肚子，吃个赵大妹把自己吃老火了，再也不吃了！,"['味道', '不行', '就算', '了', '吃', '了', '还', '拉肚子', '！', '我', '只有', '吃', '了', '不', '干净', '的', '东西', '才', '拉肚子', '，', '吃', '个', '赵大妹', '把', '自己', '吃', '老火', '了', '，', '再', '也', '不', '吃', '了', '！']"
0,不错，味道一如既往的好！来过很多次了，很喜欢这家！,"['不错', '，', '味道', '一如既往', '的', '好', '！', '来', '过', '很', '多次', '了', '，', '很', '喜欢', '这家', '！']"
0,不怎么样、味道是吃不惯！,"['不', '怎么样', '、', '味道', '是', '吃', '不', '惯', '！']"
0,菜品新颖，口感不错，不错不错！,"['菜品', '新颖', '，', '口感', '不错', '，', '不错', '不错', '！']"
0,第二次去吃双人牛排套餐了，真的很好吃，味道很赞，沙拉薯条都还不错,"['第二', '次', '去', '吃', '双人', '牛排', '套餐', '了', '，', '真的', '很', '好吃', '，', '味道', '很', '赞', '，', '沙拉', '薯条', '都', '还', '不错']"
0,少了莲藕！而且菜量少。。。,"['少', '了', '莲藕', '！', '而且', '菜量', '少', '。。。']"
0,挺快的，这一家不用排队，就在新世界百货四楼。,"['挺快', '的', '，', '这', '一家', '不用', '排队', '，', '就', '在', '新世界', '百货', '四楼', '。']"
0,价格实惠，味道也不错！虽然地方小了点,"['价格', '实惠', '，', '味道', '也', '不错', '！', '虽然', '地方', '小', '了', '点']"
0,地方好找，价格实惠，就是没地方坐,"['地方', '好找', '，', '价格', '实惠', '，', '就是', '没', '地方', '坐']"
1,拉肚子啊，和朋友吃了一起拉,"['拉肚子', '啊', '，', '和', '朋友', '吃', '了', '一起', '拉']"
0,不错不错~和朋友一起去的，人态度都很好~~还挺好喝，位置也好找,"['不错', '不错', '~', '和', '朋友', '一起', '去', '的', '，', '人', '态度', '都', '很', '好', '~~', '还', '挺', '好', '喝', '，', '位置', '也好', '找']"
0,味道不错，服务也好，，，，，，亲们可以适适哦……,"['味道', '不错', '，', '服务', '也好', '，，，，，，', '亲们', '可以', '适适', '哦', '……']"
0,很大的量，菜品质量好，环境也大气，美好的聚餐享受，还要去。,"['很', '大', '的', '量', '，', '菜品', '质量', '好', '，', '环境', '也', '大气', '，', '美好', '的', '聚餐', '享受', '，', '还要', '去', '。']"
0,可以！服务很热情！位置好找！下车再来,"['可以', '！', '服务', '很', '热情', '！', '位置', '好找', '！', '下车', '再', '来']"
0,很好吃三文鱼也很新鲜，很值得去。菜上的很快 下次还会再来,"['很', '好吃', '三文鱼', '也', '很', '新鲜', '，', '很', '值得', '去', '。', '菜上', '的', '很快', '下次', '还', '会', '再', '来']"
0,不错，味道很好，紫米非常多，赞,"['不错', '，', '味道', '很', '好', '，', '紫米', '非常', '多', '，', '赞']"
1,啥子稀饭哦  是臭的,"['啥子', '稀饭', '哦', '是', '臭', '的']"
0,味道可以，环境好，服务态度好，,"['味道', '可以', '，', '环境', '好', '，', '服务', '态度', '好', '，']"
0,还行吧，来过几次了,"['还', '行', '吧', '，', '来', '过', '几', '次', '了']"
0,菜量很足，味道好，最关键是便宜，强烈推荐,"['菜量', '很', '足', '，', '味道', '好', '，', '最', '关键', '是', '便宜', '，', '强烈', '推荐']"
1,点的橙汁里面有个死蟑螂!！我也是醉了………,"['点', '的', '橙汁', '里面', '有', '个', '死蟑', '螂!', '！', '我', '也', '是', '醉', '了', '……', '…']"
1,味道闻着挺好，卫生真不敢恭维，里边一开就看到个苍蝇，恶心死了，扔掉了,"['味道', '闻', '着', '挺', '好', '，', '卫生', '真', '不', '敢', '恭维', '，', '里边', '一', '开', '就', '看到', '个', '苍蝇', '，', '恶心', '死', '了', '，', '扔掉', '了']"
0,好吃去了几次了!,"['好吃', '去', '了', '几', '次', '了', '!']"
0,味道还是一如既往的好吃。点赞点赞点赞点赞点赞,"['味道', '还是', '一如既往', '的', '好吃', '。', '点赞', '点赞', '点赞', '点赞', '点赞']"
0,好吃，但价格偏高人均消费100多,"['好吃', '，', '但', '价格', '偏高', '人均', '消费', '100多']"
0,很失望，很不好吃，不会在来了,"['很', '失望', '，', '很', '不', '好吃', '，', '不', '会', '在', '来', '了']"
0,超级难吃，再也不想吃了,"['超级', '难吃', '，', '再', '也', '不', '想', '吃', '了']"
0,真心不错好吃实惠，菜品也很丰富，服务又好，下次再去。,"['真心', '不错', '好吃', '实惠', '，', '菜品', '也', '很', '丰富', '，', '服务', '又', '好', '，', '下次', '再', '去', '。']"
0,味道不错，第二次去吃了，生意挺好的，排了快十分钟的队才轮到我。,"['味道', '不错', '，', '第二', '次', '去', '吃', '了', '，', '生意', '挺', '好的', '，', '排', '了', '快', '十', '分钟', '的', '队', '才', '轮到', '我', '。']"
0,经常来吃。味道很好，团购划算。,"['经常', '来', '吃', '。', '味道', '很', '好', '，', '团购', '划算', '。']"
0,很好吃的东南亚菜,"['很', '好吃', '的', '东南亚', '菜']"
1,有味道，吃感觉都馊了,"['有', '味道', '，', '吃', '感觉', '都', '馊', '了']"
0,超级棒吃了几次了,"['超级', '棒吃', '了', '几', '次', '了']"
1,没吃过这么难吃的烤鱼，而且还苦，鱼里的苦胆还没扣干净,"['没', '吃', '过', '这么', '难吃', '的', '烤鱼', '，', '而且', '还', '苦', '，', '鱼里', '的', '苦胆', '还', '没', '扣', '干净']"
0,味道可以，服务很好！,"['味道', '可以', '，', '服务', '很', '好', '！']"
0,十一点下单 两点钟到 四个小时 催单四次 瞌睡都睡着了 一句太忙了  太忙了还接单？,"['十一点', '下单', '两点钟', '到', '四', '个', '小时', '催单', '四', '次', '瞌睡', '都', '睡着', '了', '一', '句', '太', '忙', '了', '太', '忙', '了', '还', '接单', '？']"
0,味道不错，值得鼓励，但是不知道是多久没吃了？怎么吃了有点拉肚子！,"['味道', '不错', '，', '值得', '鼓励', '，', '但是', '不', '知道', '是', '多久', '没', '吃', '了', '？', '怎么', '吃', '了', '有点', '拉肚子', '！']"
1,菜还是可以   但饭是臭的！一打开就是一股抹布味儿！好臭！,"['菜', '还是', '可以', '但', '饭', '是', '臭', '的', '！', '一', '打开', '就是', '一', '股', '抹布', '味儿', '！', '好臭', '！']"
0,好，味道不错，经常来吃，和老板娘很熟，会一直支持！,"['好', '，', '味道', '不错', '，', '经常', '来', '吃', '，', '和', '老板娘', '很', '熟', '，', '会', '一直', '支持', '！']"
0,送了一个半小时。牛逼。,"['送', '了', '一个半', '小时', '。', '牛逼', '。']"
0,大姐服务态度好且验券快，羊肉粉很有特色。,"['大姐', '服务', '态度', '好且', '验券', '快', '，', '羊肉粉', '很', '有', '特色', '。']"
0,老板态度很好。米线也很好吃。汤很好喝。,"['老板', '态度', '很', '好', '。', '米线', '也', '很', '好吃', '。', '汤', '很', '好', '喝', '。']"
0,菜品新鲜，但是就是服务太慢！希望提高,"['菜品', '新鲜', '，', '但是', '就是', '服务', '太', '慢', '！', '希望', '提高']"
0,味道好的很啊；值得大家购买哦认真评价绝不是托,"['味道', '好的', '很', '啊', '；', '值得', '大家', '购买', '哦', '认真', '评价', '绝不', '是', '托']"
0,口感不错下次还来.经常买了...,"['口感', '不错', '下次', '还', '来', '.', '经常', '买', '了', '...']"
0,回头客了，家人喜欢吃这个不辣的，过水鱼很嫩，感觉稍微甜了点，兔肉好吃，酥肉有臭味，喊服务员来尝了，不承认，送他们吃！,"['回头客', '了', '，', '家人', '喜欢', '吃', '这个', '不', '辣', '的', '，', '过', '水鱼', '很', '嫩', '，', '感觉', '稍微', '甜', '了', '点', '，', '兔肉', '好吃', '，', '酥肉', '有', '臭味', '，', '喊', '服务员', '来尝', '了', '，', '不', '承认', '，', '送', '他们', '吃', '！']"
0,蛋糕做得很精美，宝宝很喜欢。美女老板的态度很好，特地把蛋糕送到我方便的地方。蛋糕味道也非常不错，甜而不腻。,"['蛋糕', '做', '得', '很', '精美', '，', '宝宝', '很', '喜欢', '。', '美女', '老板', '的', '态度', '很', '好', '，', '特地', '把', '蛋糕', '送到', '我', '方便', '的', '地方', '。', '蛋糕', '味道', '也', '非常', '不错', '，', '甜', '而', '不', '腻', '。']"
0,服务挺好，不用排队，团购也比较实惠，打包回家喝的口味还可以，反正只要是奶茶奶盖比传统都要好，喝完嘴里比较舒服，不像传统或者稍微低端的奶茶，最近天气热了，在重庆每天喝几杯，回永川，在永辉买了点菜，顺带买杯,"['服务', '挺', '好', '，', '不用', '排队', '，', '团购', '也', '比较', '实惠', '，', '打包', '回家', '喝', '的', '口味', '还', '可以', '，', '反正', '只要', '是', '奶茶', '奶盖', '比', '传统', '都', '要好', '，', '喝', '完嘴', '里', '比较', '舒服', '，', '不', '像', '传统', '或者', '稍微', '低端', '的', '奶茶', '，', '最近', '天气', '热', '了', '，', '在', '重庆', '每天', '喝', '几', '杯', '，', '回', '永川', '，', '在', '永辉', '买', '了', '点菜', '，', '顺带', '买', '杯']"
0,服务态度可以 味道不错 下次再去的,"['服务', '态度', '可以', '味道', '不错', '下次', '再', '去', '的']"
1,西瓜根本不熟，太难吃了,"['西瓜', '根本', '不', '熟', '，', '太', '难吃', '了']"
0,很好吃哟( ´▽｀)菜品很丰富，超精致，环境也很好，推荐desu～,"['很', '好', '吃哟', '(', '´▽｀', ')', '菜品', '很', '丰富', '，', '超', '精致', '，', '环境', '也', '很', '好', '，', '推荐', 'desu～']"
0,好好吃，环境又好，每个月都会去吃,"['好好', '吃', '，', '环境', '又', '好', '，', '每个', '月', '都会', '去', '吃']"
0,很划算，环境也干净，主要是冻柠茶非常棒,"['很', '划算', '，', '环境', '也', '干净', '，', '主要', '是', '冻柠茶', '非常', '棒']"
0,难吃，要的特辣但是一点也不辣，没什么味吃着,"['难吃', '，', '要', '的', '特辣', '但是', '一点', '也', '不', '辣', '，', '没', '什么', '味', '吃', '着']"
